"Plot_code","SF","Intersect_begin","Intersect_end","Diam_cm","Class","Position","Multi_intersect"
"NFork_Cygnet_1_1_short_0","4",49.07,49.38,27.3,3,"G","N"
"NFork_Cygnet_1_1_short_0","5",1.49,1.63,13.8,3,"G","N"
"NFork_Cygnet_1_1_short_0","5",3.94,4.1,13.6,4,"G","N"
"NFork_Cygnet_1_1_short_0","5",13.6,14.16,19.6,4,"G","N"
"NFork_Cygnet_1_1_short_0","5",14.44,14.56,9.5,3,"E","N"
"NFork_Cygnet_1_1_short_0","5",17.22,17.53,24.6,3,"E","N"
"NFork_Cygnet_1_1_short_0","5",18.76,19.96,18.6,3,"G","Y"
"NFork_Cygnet_1_1_short_0","5",18.76,NA,19.5,3,"E","Y"
"NFork_Cygnet_1_1_short_0","5",18.76,NA,14,4,"G","Y"
"NFork_Cygnet_2_2_long_2","1",1.13,1.3,10.5,3,"G","N"
"NFork_Cygnet_2_2_long_2","1",2.09,2.49,21.6,3,"G","N"
"NFork_Cygnet_2_2_long_2","1",8.26,8.53,17.5,3,"G","N"
"NFork_Cygnet_2_2_long_2","1",10.25,10.36,10.7,3,"E","N"
"NFork_Cygnet_2_2_long_2","1",11.39,11.56,9,3,"G","N"
"NFork_Cygnet_2_2_long_2","1",13.16,13.27,15,3,"E","N"
"NFork_Cygnet_2_2_long_2","1",14.51,14.63,11.3,3,"E","N"
"NFork_Cygnet_2_2_long_2","1",18.07,18.22,17.2,3,"E","N"
"NFork_Cygnet_2_2_long_2","2",31.95,32.12,13.6,3,"E","N"
"NFork_Cygnet_2_2_long_2","2",32.49,33.07,17.2,3,"E","Y"
"NFork_Cygnet_2_2_long_2","2",32.49,NA,19.1,3,"G","Y"
"NFork_Cygnet_2_2_long_2","2",33.78,33.99,12.7,3,"E","N"
"NFork_Cygnet_2_2_long_2","2",34.05,34.17,12.8,3,"G","N"
"NFork_Cygnet_2_2_long_2","2",35.17,35.37,18.7,3,"G","N"
"NFork_Cygnet_2_2_long_2","2",37.01,37.54,22.2,3,"E","Y"
"NFork_Cygnet_2_2_long_2","2",37.01,NA,21.7,3,"G","Y"
"NFork_Cygnet_2_2_long_2","2",40.7,40.85,11.2,3,"G","N"
"NFork_Cygnet_2_2_long_2","2",46.45,46.86,27.6,3,"E","Y"
"NFork_Cygnet_2_2_long_2","2",46.45,NA,14.2,3,"G","Y"
"NFork_Cygnet_2_2_long_2","3",0.11,0.28,12.7,3,"G","N"
"NFork_Cygnet_2_2_long_2","3",8.28,8.42,13,3,"G","N"
"NFork_Cygnet_2_2_long_2","3",8.95,9.04,8.9,3,"G","N"
"NFork_Cygnet_2_2_long_2","3",9.59,9.92,13.2,3,"E","N"
"NFork_Cygnet_2_2_long_2","3",10.8,10.98,11.5,3,"G","N"
"NFork_Cygnet_2_2_long_2","3",11.3,11.43,9.9,3,"G","N"
"NFork_Cygnet_2_2_long_2","3",11.56,12,40.4,4,"G","N"
"NFork_Cygnet_2_2_long_2","3",14.69,14.86,15.3,3,"G","N"
"NFork_Cygnet_2_2_long_2","3",15.84,15.98,10.2,3,"E","N"
"NFork_Cygnet_2_2_long_2","3",16.2,16.41,15.9,3,"E","N"
"NFork_Cygnet_2_2_long_2","3",17.41,17.59,14,3,"E","N"
"NFork_Cygnet_2_2_long_2","3",17.79,20,16.7,3,"E","N"
"NFork_Cygnet_2_2_long_2","4",30.91,31.03,12.7,3,"G","N"
"NFork_Cygnet_2_2_long_2","4",31.1,31.3,19.5,3,"G","N"
"NFork_Cygnet_2_2_long_2","4",37.61,38,25.5,5,"G","N"
"NFork_Cygnet_2_2_long_2","4",40.16,40.31,16.4,3,"E","N"
"NFork_Cygnet_2_2_long_2","4",41.51,42.23,14.3,3,"G","N"
"NFork_Cygnet_2_2_long_2","4",42.96,43.28,30.7,3,"E","N"
"NFork_Cygnet_2_2_long_2","4",44.76,45.2,10.6,3,"G","N"
"NFork_Cygnet_2_2_long_2","4",45.54,45.65,9.2,3,"E","N"
"NFork_Cygnet_2_2_long_2","4",46.17,46.31,15.1,3,"E","N"
"NFork_Cygnet_2_2_long_2","4",47.55,47.81,25,3,"G","N"
"NFork_Cygnet_2_2_long_2","4",49.36,49.66,29.6,3,"E","N"
"NFork_Cygnet_2_2_long_2","5",0.78,1.14,30.5,4,"G","N"
"NFork_Cygnet_2_2_long_2","5",3.66,3.83,14,3,"G","N"
"NFork_Cygnet_2_2_long_2","5",6.63,6.75,11,3,"G","N"
"NFork_Cygnet_2_2_long_2","5",7.26,7.5,12.4,4,"G","N"
"NFork_Cygnet_2_2_long_2","5",8.85,8.95,9.1,4,"G","N"
"NFork_Cygnet_2_2_long_2","5",13.99,14.12,12.2,3,"E","N"
"NFork_Cygnet_2_2_short_0","1",1.88,2.1,19.7,3,"G","N"
"NFork_Cygnet_2_2_short_0","1",2.49,3.03,33.1,3,"E","Y"
"NFork_Cygnet_2_2_short_0","1",2.49,NA,9.6,3,"E","Y"
"NFork_Cygnet_2_2_short_0","1",3.45,3.75,29.5,3,"G","N"
"NFork_Cygnet_2_2_short_0","1",3.89,4,8.8,3,"E","N"
"NFork_Cygnet_2_2_short_0","1",5.3,5.44,9.9,3,"G","N"
"NFork_Cygnet_2_2_short_0","1",5.53,5.7,19.3,5,"G","N"
"NFork_Cygnet_2_2_short_0","1",6.22,6.36,12.5,3,"G","N"
"NFork_Cygnet_2_2_short_0","1",6.95,7.13,16.5,4,"G","N"
"NFork_Cygnet_2_2_short_0","1",7.61,8.49,21.7,3,"G","Y"
"NFork_Cygnet_2_2_short_0","1",7.61,NA,7.6,3,"E","Y"
"NFork_Cygnet_2_2_short_0","1",8.59,8.9,26.1,3,"E","N"
"NFork_Cygnet_2_2_short_0","1",8.99,9.26,21.7,4,"G","N"
"NFork_Cygnet_2_2_short_0","1",9.79,10.31,20.2,5,"G","Y"
"NFork_Cygnet_2_2_short_0","1",9.79,NA,9.5,3,"E","Y"
"NFork_Cygnet_2_2_short_0","1",14.37,14.7,22.5,3,"G","Y"
"NFork_Cygnet_2_2_short_0","1",14.37,NA,17.3,3,"E","Y"
"NFork_Cygnet_2_2_short_0","1",14.37,NA,7.7,3,"E","Y"
"NFork_Cygnet_2_2_short_0","1",15.66,15.96,18.9,3,"G","N"
"NFork_Cygnet_2_2_short_0","1",16.18,16.35,16.4,4,"G","N"
"NFork_Cygnet_2_2_short_0","1",16.99,17.24,23.6,4,"G","N"
"NFork_Cygnet_2_2_short_0","1",17.61,17.86,21.4,3,"E","N"
"NFork_Cygnet_2_2_short_0","1",19.47,19.69,16.4,4,"G","N"
"NFork_Cygnet_2_2_short_0","2",31.7,31.89,14.3,3,"G","N"
"NFork_Cygnet_2_2_short_0","2",33.07,33.39,26.4,3,"G","N"
"NFork_Cygnet_2_2_short_0","2",35.43,35.55,18,3,"G","N"
"NFork_Cygnet_2_2_short_0","2",35.84,36.19,19.2,3,"E","N"
"NFork_Cygnet_2_2_short_0","2",37.39,37.5,9,4,"G","N"
"NFork_Cygnet_2_2_short_0","2",38.31,38.59,12,3,"E","N"
"NFork_Cygnet_2_2_short_0","2",40.06,41.13,28.5,5,"G","Y"
"NFork_Cygnet_2_2_short_0","2",40.06,NA,19.7,4,"E","Y"
"NFork_Cygnet_2_2_short_0","2",41.56,42.06,26.3,3,"E","N"
"NFork_Cygnet_2_2_short_0","2",42.6,42.81,15.7,5,"G","N"
"NFork_Cygnet_2_2_short_0","2",44.48,44.67,15.6,5,"G","N"
"NFork_Cygnet_2_2_short_0","2",46.64,46.83,15.6,3,"E","N"
"NFork_Cygnet_2_2_short_0","2",48.3,48.55,23.3,3,"E","N"
"NFork_Cygnet_2_2_short_0","2",48.55,48.87,27.3,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",2.34,2.45,9.8,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",3.58,3.69,8.7,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",5.49,5.7,17.6,3,"G","N"
"NFork_Cygnet_2_2_short_0","3",7.79,8.9,31.1,4,"G","N"
"NFork_Cygnet_2_2_short_0","3",9.57,9.86,21.4,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",11,11.25,21.3,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",11.25,11.39,15.9,3,"G","N"
"NFork_Cygnet_2_2_short_0","3",11.66,11.75,7.8,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",12.22,12.45,18.9,3,"E","N"
"NFork_Cygnet_2_2_short_0","3",16.55,16.79,26,3,"G","N"
"NFork_Cygnet_2_2_short_0","3",18.1,18.25,13.8,4,"G","N"
"NFork_Cygnet_2_2_short_0","4",30.25,30.41,11.8,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",31.99,32.27,11,3,"E","Y"
"NFork_Cygnet_2_2_short_0","4",31.99,NA,11.1,4,"G","Y"
"NFork_Cygnet_2_2_short_0","4",32.4,32.56,10.5,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",34.35,34.58,16.1,3,"E","Y"
"NFork_Cygnet_2_2_short_0","4",34.35,NA,10.7,3,"G","Y"
"NFork_Cygnet_2_2_short_0","4",35.83,36.17,35.1,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",37,37.61,26.1,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",39.1,39.24,14,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",40.15,40.29,15.3,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",41.05,41.34,25.1,3,"E","N"
"NFork_Cygnet_2_2_short_0","4",44.22,44.45,23.6,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",44.96,45.15,17.2,3,"E","N"
"NFork_Cygnet_2_2_short_0","4",48.1,48.29,12.3,3,"G","N"
"NFork_Cygnet_2_2_short_0","4",49.69,49.8,11.7,3,"G","N"
"NFork_Cygnet_2_2_short_0","5",0.83,1.03,16.1,4,"G","N"
"NFork_Cygnet_2_2_short_0","5",1.78,1.9,11.1,3,"G","N"
"NFork_Cygnet_2_2_short_0","5",4.72,4.91,13.6,5,"G","N"
"NFork_Cygnet_2_2_short_0","5",7.12,7.27,15.5,4,"G","N"
"NFork_Cygnet_2_2_short_0","5",9.05,9.36,24.1,3,"G","N"
"NFork_Cygnet_2_2_short_0","5",9.59,9.74,9.1,3,"G","N"
"NFork_Cygnet_2_2_short_0","5",11.04,11.24,16.6,5,"G","N"
"NFork_Cygnet_2_2_short_0","5",11.25,11.43,15.5,3,"G","N"
"NFork_Cygnet_2_2_short_0","5",15.47,15.9,8.2,3,"E","Y"
"NFork_Cygnet_2_2_short_0","5",15.47,NA,30.4,3,"E","Y"
"NFork_Cygnet_2_2_short_0","5",18.47,18.74,10.4,3,"G","N"
"NFork_Cygnet_2_2_short_0","5",19.06,19.22,16.2,3,"G","N"
"NFork_Maple_4_4_long_1","1",2.11,2.26,11.1,3,"E","N"
"NFork_Maple_4_4_long_1","1",2.8,2.92,10.8,3,"G","N"
"NFork_Maple_4_4_long_1","1",3.5,4.75,9.2,3,"E","Y"
"NFork_Maple_4_4_long_1","1",3.5,NA,7.7,3,"G","Y"
"NFork_Maple_4_4_long_1","1",6.61,6.9,7.9,3,"G","N"
"NFork_Maple_4_4_long_1","1",7.83,8.16,25.3,3,"E","N"
"NFork_Maple_4_4_long_1","1",12.17,12.96,14.3,3,"G","Y"
"NFork_Maple_4_4_long_1","1",12.17,NA,11.7,3,"E","Y"
"NFork_Maple_4_4_long_1","1",13.63,13.89,11.8,3,"E","N"
"NFork_Maple_4_4_long_1","1",16.01,16.13,12.4,3,"E","N"
"NFork_Maple_4_4_long_1","2",30.7,30.98,10.9,3,"E","N"
"NFork_Maple_4_4_long_1","2",33.82,33.97,12.8,3,"E","N"
"NFork_Maple_4_4_long_1","2",37.63,37.78,12.6,3,"E","N"
"NFork_Maple_4_4_long_1","3",10.8,11,16.9,3,"E","N"
"NFork_Maple_4_4_long_1","3",14.62,14.72,8.4,3,"E","N"
"NFork_Maple_4_4_long_1","3",17.77,17.93,13.3,3,"E","N"
"NFork_Maple_4_4_long_1","3",19.41,19.67,16.7,3,"E","N"
"NFork_Maple_4_4_long_1","4",33.71,34.03,14.7,3,"E","N"
"NFork_Maple_4_4_long_1","4",34.61,34.73,11.1,3,"E","N"
"NFork_Maple_4_4_long_1","4",35.05,35.15,7.6,3,"E","N"
"NFork_Maple_4_4_long_1","4",35.57,35.66,8.9,3,"G","N"
"NFork_Maple_4_4_long_1","4",36.58,36.79,15.9,3,"E","N"
"NFork_Maple_4_4_long_1","4",37.16,37.3,12.1,3,"E","Y"
"NFork_Maple_4_4_long_1","4",37.16,NA,15.6,3,"G","Y"
"NFork_Maple_4_4_long_1","4",37.37,37.54,12.7,3,"E","N"
"NFork_Maple_4_4_long_1","4",39.01,39.14,13.7,3,"G","N"
"NFork_Maple_4_4_long_1","4",46.37,46.51,9.3,3,"E","N"
"NFork_Maple_4_4_long_1","4",48.53,48.69,15,3,"E","N"
"NFork_Maple_4_4_long_1","4",48.8,49.03,20.3,3,"E","N"
"NFork_Maple_4_4_long_1","5",32.79,32.94,12.1,3,"E","N"
"NFork_Maple_4_4_long_1","5",35.21,35.34,9.8,3,"E","N"
"NFork_Maple_4_4_long_1","5",35.54,35.85,15,3,"E","N"
"NFork_Maple_4_4_long_1","5",38.91,40.2,17.3,3,"E","N"
"NFork_Maple_4_4_long_1","5",41.11,41.24,11.2,3,"E","N"
"NFork_Maple_4_4_long_1","5",43.17,43.47,17.7,3,"E","N"
"NFork_Maple_4_4_short_0","1",2.06,2.18,8.9,3,"G","N"
"NFork_Maple_4_4_short_0","1",4.79,4.93,8.3,3,"G","N"
"NFork_Maple_4_4_short_0","1",5.49,5.79,10.9,3,"G","N"
"NFork_Maple_4_4_short_0","1",7.18,7.39,12.5,4,"G","N"
"NFork_Maple_4_4_short_0","1",8.69,8.84,15,3,"G","N"
"NFork_Maple_4_4_short_0","1",10.17,10.33,15.3,4,"G","N"
"NFork_Maple_4_4_short_0","1",15.97,16.32,8.3,3,"G","N"
"NFork_Maple_4_4_short_0","2",34.63,34.74,9.7,5,"G","N"
"NFork_Maple_4_4_short_0","2",38.59,38.98,8.1,4,"G","N"
"NFork_Maple_4_4_short_0","3",3.52,3.66,8.9,4,"G","N"
"NFork_Maple_4_4_short_0","3",15.6,15.85,12.5,5,"G","N"
"NFork_Maple_4_4_short_0","4",39.1,39.21,11.9,3,"G","N"
"NFork_Maple_4_4_short_0","4",45.1,46.17,16.4,4,"G","N"
"NFork_Maple_4_4_short_0","5",6.28,6.65,19.2,4,"G","N"
"NFork_Maple_4_4_short_0","5",9.06,9.19,8.2,3,"G","N"
"NFork_Maple_4_4_short_0","5",11.2,11.3,9.6,4,"G","N"
"NFork_Maple_4_4_short_0","5",16.68,16.91,17.1,4,"E","N"
"NFork_Maple_4_4_short_0","5",17.04,17.15,8.6,3,"G","N"
"NFork_Maple_6_6_long_1","1",4.58,4.73,11,3,"E","N"
"NFork_Maple_6_6_long_1","1",5.14,5.61,15.5,3,"E","Y"
"NFork_Maple_6_6_long_1","1",5.14,NA,12.9,3,"G","Y"
"NFork_Maple_6_6_long_1","1",8.59,8.7,9.3,3,"E","N"
"NFork_Maple_6_6_long_1","1",14.34,14.43,7.6,3,"E","N"
"NFork_Maple_6_6_long_1","1",15.61,15.75,11.1,3,"E","N"
"NFork_Maple_6_6_long_1","1",16.25,16.37,8.3,4,"G","N"
"NFork_Maple_6_6_long_1","1",19.52,19.74,17.5,3,"E","N"
"NFork_Maple_6_6_long_1","2",41,41.11,9.2,3,"G","N"
"NFork_Maple_6_6_long_1","2",42.14,42.26,11.6,3,"E","N"
"NFork_Maple_6_6_long_1","2",44.36,44.46,9.4,3,"E","N"
"NFork_Maple_6_6_long_1","2",45.87,45.96,10.2,3,"G","N"
"NFork_Maple_6_6_long_1","3",12.22,12.35,11.2,3,"E","N"
"NFork_Maple_6_6_long_1","3",16.7,16.79,8.4,3,"E","N"
"NFork_Maple_6_6_long_1","3",16.9,16.98,7.8,3,"E","N"
"NFork_Maple_6_6_long_1","4",31.28,31.42,19.5,4,"E","N"
"NFork_Maple_6_6_long_1","4",32.86,33.09,9.1,3,"E","Y"
"NFork_Maple_6_6_long_1","4",32.86,NA,14.4,3,"G","Y"
"NFork_Maple_6_6_long_1","4",33.22,33.34,10.2,4,"G","N"
"NFork_Maple_6_6_long_1","4",33.88,34.01,13,3,"E","N"
"NFork_Maple_6_6_long_1","4",34.58,34.67,8.1,3,"E","N"
"NFork_Maple_6_6_long_1","4",35.15,35.3,8.4,3,"E","N"
"NFork_Maple_6_6_long_1","4",45.49,45.62,12.1,3,"G","N"
"NFork_Maple_6_6_long_1","4",46.49,46.59,10.9,3,"G","N"
"NFork_Maple_6_6_long_1","4",48.39,48.51,12.7,3,"G","N"
"NFork_Maple_6_6_long_1","4",48.95,49.1,10.5,3,"E","N"
"NFork_Maple_6_6_long_1","4",49.28,49.41,11.3,3,"G","N"
"NFork_Maple_6_6_long_1","5",33.5,33.81,14.3,3,"E","N"
"NFork_Maple_6_6_long_1","5",36.19,36.29,9.1,3,"E","N"
"NFork_Maple_6_6_long_1","5",36.63,36.71,7.7,3,"E","N"
"NFork_Maple_6_6_long_1","5",39.88,39.97,7.9,3,"E","N"
"NFork_Maple_6_6_long_1","5",47.41,47.59,7.6,3,"G","N"
"NFork_Maple_6_6_long_1","5",48.42,48.58,14.3,3,"E","N"
"NFork_Maple_6_6_long_1","5",49.73,49.95,19.4,3,"G","N"
"NFork_Maple_6_6_short_0","1",4.23,4.4,7.6,3,"G","N"
"NFork_Maple_6_6_short_0","1",5.44,5.6,12.8,3,"G","N"
"NFork_Maple_6_6_short_0","1",9.42,9.62,9.1,4,"G","N"
"NFork_Maple_6_6_short_0","1",12.89,13.13,17.2,3,"G","N"
"NFork_Maple_6_6_short_0","1",15.93,16.1,9.8,3,"G","N"
"NFork_Maple_6_6_short_0","1",18.44,18.56,9.1,3,"G","N"
"NFork_Maple_6_6_short_0","2",30.47,30.8,26,3,"G","N"
"NFork_Maple_6_6_short_0","2",48.59,48.84,16.3,3,"G","N"
"NFork_Maple_6_6_short_0","3",2.55,2.66,8.1,3,"G","N"
"NFork_Maple_6_6_short_0","3",4.29,4.72,12.3,3,"G","N"
"NFork_Maple_6_6_short_0","3",12.73,12.84,9.5,3,"G","N"
"NFork_Maple_6_6_short_0","3",15.1,15.42,15.4,3,"G","N"
"NFork_Maple_6_6_short_0","4",38.31,38.53,18.5,3,"G","N"
"NFork_Maple_6_6_short_0","5",8.71,8.91,17.8,3,"G","N"
"NFork_Owl_2_1_long_1","1",1.01,1.2,13.2,3,"E","N"
"NFork_Owl_2_1_long_1","1",1.29,1.5,21.4,3,"E","N"
"NFork_Owl_2_1_long_1","1",1.65,1.74,8.3,3,"E","N"
"NFork_Owl_2_1_long_1","1",2.68,2.81,11.3,3,"G","N"
"NFork_Owl_2_1_long_1","1",4.21,4.4,16.3,3,"E","N"
"NFork_Owl_2_1_long_1","1",4.8,4.95,8.7,3,"E","N"
"NFork_Owl_2_1_long_1","1",6.24,6.7,8.2,3,"G","Y"
"NFork_Owl_2_1_long_1","1",6.24,NA,12.5,3,"E","Y"
"NFork_Owl_2_1_long_1","1",7.77,7.96,10,3,"E","N"
"NFork_Owl_2_1_long_1","1",8.66,8.85,12.9,3,"E","N"
"NFork_Owl_2_1_long_1","1",9.35,9.48,9.3,3,"E","N"
"NFork_Owl_2_1_long_1","1",9.78,10.15,21.1,3,"E","N"
"NFork_Owl_2_1_long_1","1",10.39,10.55,8.3,3,"G","N"
"NFork_Owl_2_1_long_1","1",12.21,12.66,44.4,4,"G","N"
"NFork_Owl_2_1_long_1","1",14.85,14.96,9.3,3,"E","N"
"NFork_Owl_2_1_long_1","1",16.6,16.69,8.5,3,"E","N"
"NFork_Owl_2_1_long_1","1",17.2,17.36,9.8,3,"E","N"
"NFork_Owl_2_1_long_1","1",19.39,19.63,21.7,3,"E","N"
"NFork_Owl_2_1_long_1","1",19.65,19.94,11.2,3,"E","Y"
"NFork_Owl_2_1_long_1","1",19.65,NA,18.7,3,"E","Y"
"NFork_Owl_2_1_long_1","2",32.26,32.61,20.6,3,"G","N"
"NFork_Owl_2_1_long_1","2",34.39,34.64,11.3,3,"E","N"
"NFork_Owl_2_1_long_1","2",35.17,35.47,11,3,"E","Y"
"NFork_Owl_2_1_long_1","2",35.17,NA,17,3,"E","Y"
"NFork_Owl_2_1_long_1","2",35.76,35.97,18.3,3,"E","N"
"NFork_Owl_2_1_long_1","2",36.45,36.63,21.7,3,"E","N"
"NFork_Owl_2_1_long_1","2",37.11,37.27,15.2,3,"E","N"
"NFork_Owl_2_1_long_1","2",38.86,39.04,11.3,3,"G","N"
"NFork_Owl_2_1_long_1","2",40.87,41.06,14.1,3,"E","N"
"NFork_Owl_2_1_long_1","2",42.7,43.01,21.9,4,"G","N"
"NFork_Owl_2_1_long_1","2",43.71,44.22,28.4,3,"E","N"
"NFork_Owl_2_1_long_1","2",44.59,44.82,21,3,"E","N"
"NFork_Owl_2_1_long_1","2",45.11,45.27,13.1,5,"G","N"
"NFork_Owl_2_1_long_1","2",45.59,45.71,8.6,3,"E","N"
"NFork_Owl_2_1_long_1","2",45.79,46.11,21.9,3,"E","Y"
"NFork_Owl_2_1_long_1","2",45.79,NA,19.3,3,"E","Y"
"NFork_Owl_2_1_long_1","2",48.53,48.8,15.2,4,"G","N"
"NFork_Owl_2_1_long_1","2",49.65,50.02,26.8,3,"E","N"
"NFork_Owl_2_1_long_1","3",0.24,0.69,23,3,"E","Y"
"NFork_Owl_2_1_long_1","3",0.24,NA,12.8,3,"E","Y"
"NFork_Owl_2_1_long_1","3",2.97,3.27,14.5,3,"G","Y"
"NFork_Owl_2_1_long_1","3",2.97,NA,20.3,3,"E","Y"
"NFork_Owl_2_1_long_1","3",3.49,4.06,26.7,3,"E","N"
"NFork_Owl_2_1_long_1","3",6.3,6.94,16.5,3,"G","Y"
"NFork_Owl_2_1_long_1","3",6.3,NA,11.4,3,"E","Y"
"NFork_Owl_2_1_long_1","3",6.3,NA,27.8,3,"E","Y"
"NFork_Owl_2_1_long_1","3",13.4,13.52,8.4,3,"G","N"
"NFork_Owl_2_1_long_1","3",13.99,14.25,21.1,3,"E","N"
"NFork_Owl_2_1_long_1","3",14.51,14.65,12.3,3,"E","N"
"NFork_Owl_2_1_long_1","3",16.51,17.1,19.1,3,"E","Y"
"NFork_Owl_2_1_long_1","3",16.51,NA,23.5,3,"E","Y"
"NFork_Owl_2_1_long_1","3",19.1,19.71,9,3,"E","Y"
"NFork_Owl_2_1_long_1","3",19.1,NA,13.4,3,"E","Y"
"NFork_Owl_2_1_long_1","3",19.1,NA,12.1,3,"G","Y"
"NFork_Owl_2_1_long_1","4",36.73,36.87,10.6,3,"G","N"
"NFork_Owl_2_1_long_1","4",39.97,40.3,20.5,3,"E","N"
"NFork_Owl_2_1_long_1","4",41.02,41.51,14,3,"E","Y"
"NFork_Owl_2_1_long_1","4",41.02,NA,24.3,3,"G","Y"
"NFork_Owl_2_1_long_1","4",43.67,43.97,20.7,3,"E","N"
"NFork_Owl_2_1_long_1","4",44.25,44.57,30.2,3,"E","N"
"NFork_Owl_2_1_long_1","4",44.72,45.16,14.5,3,"E","Y"
"NFork_Owl_2_1_long_1","4",44.72,NA,22.2,4,"G","Y"
"NFork_Owl_2_1_long_1","4",46.22,46.38,13.2,3,"G","N"
"NFork_Owl_2_1_long_1","4",46.59,46.78,16.4,3,"E","N"
"NFork_Owl_2_1_long_1","4",47.1,47.36,16,3,"E","Y"
"NFork_Owl_2_1_long_1","4",47.1,NA,25.1,5,"G","Y"
"NFork_Owl_2_1_long_1","4",47.7,48.25,15.3,3,"G","N"
"NFork_Owl_2_1_long_1","5",0.46,0.83,12.3,3,"E","Y"
"NFork_Owl_2_1_long_1","5",0.46,NA,22.4,3,"E","Y"
"NFork_Owl_2_1_long_1","5",1.13,1.32,18.7,3,"G","N"
"NFork_Owl_2_1_long_1","5",2.48,3.8,13.7,3,"G","Y"
"NFork_Owl_2_1_long_1","5",2.48,NA,10.5,3,"E","Y"
"NFork_Owl_2_1_long_1","5",7.33,7.49,13.2,3,"E","Y"
"NFork_Owl_2_1_long_1","5",7.33,NA,13.1,3,"G","Y"
"NFork_Owl_2_1_long_1","5",8.3,8.76,33.7,3,"G","Y"
"NFork_Owl_2_1_long_1","5",8.3,NA,15.4,3,"E","Y"
"NFork_Owl_2_1_long_1","5",8.82,8.9,13.5,3,"E","N"
"NFork_Owl_2_1_long_1","5",9.14,9.32,15.1,3,"G","N"
"NFork_Owl_2_1_long_1","5",10.19,10.31,10.8,3,"G","N"
"NFork_Owl_2_1_long_1","5",10.69,10.82,8.1,3,"E","Y"
"NFork_Owl_2_1_long_1","5",10.69,NA,9,3,"G","Y"
"NFork_Owl_2_1_long_1","5",11.16,11.27,8.7,3,"E","N"
"NFork_Owl_2_1_long_1","5",15.68,15.81,11.4,3,"E","N"
"NFork_Owl_2_1_long_1","5",16.48,16.66,16.9,3,"E","N"
"NFork_Owl_2_1_long_1","5",16.7,16.81,8.9,3,"E","N"
"NFork_Owl_2_1_long_1","5",18.66,18.83,17.8,3,"E","N"
"NFork_Owl_2_1_short_0","1",1.8,2.19,17.4,5,"E","N"
"NFork_Owl_2_1_short_0","1",4.21,4.34,8.2,4,"G","N"
"NFork_Owl_2_1_short_0","1",6.49,6.83,18.2,4,"E","Y"
"NFork_Owl_2_1_short_0","1",6.49,NA,8.5,4,"G","Y"
"NFork_Owl_2_1_short_0","1",7.1,7.29,13.8,5,"G","N"
"NFork_Owl_2_1_short_0","1",7.58,7.7,10.2,3,"G","N"
"NFork_Owl_2_1_short_0","1",9.59,9.92,14.5,3,"G","N"
"NFork_Owl_2_1_short_0","1",14.07,14.39,23.6,5,"G","N"
"NFork_Owl_2_1_short_0","1",15.87,15.96,7.8,3,"G","N"
"NFork_Owl_2_1_short_0","1",17.69,17.87,11.7,3,"E","N"
"NFork_Owl_2_1_short_0","1",18.4,18.63,18.2,3,"E","N"
"NFork_Owl_2_1_short_0","2",30.6,30.8,13.7,4,"E","N"
"NFork_Owl_2_1_short_0","2",31.74,31.85,9,3,"G","N"
"NFork_Owl_2_1_short_0","2",32.48,32.61,11.5,3,"G","N"
"NFork_Owl_2_1_short_0","2",34.82,34.96,14.9,4,"G","N"
"NFork_Owl_2_1_short_0","2",36.85,37.06,19.8,5,"G","N"
"NFork_Owl_2_1_short_0","2",39.27,39.38,9,4,"G","N"
"NFork_Owl_2_1_short_0","2",41.25,41.46,9.4,3,"E","Y"
"NFork_Owl_2_1_short_0","2",41.25,NA,12.2,4,"G","Y"
"NFork_Owl_2_1_short_0","2",41.99,42.1,10,3,"G","N"
"NFork_Owl_2_1_short_0","2",42.2,42.34,13.2,3,"G","N"
"NFork_Owl_2_1_short_0","2",42.53,42.82,13.8,3,"E","N"
"NFork_Owl_2_1_short_0","2",43.31,43.5,9.2,3,"E","N"
"NFork_Owl_2_1_short_0","2",43.86,43.97,11,3,"G","N"
"NFork_Owl_2_1_short_0","2",44.36,44.51,13.2,3,"G","N"
"NFork_Owl_2_1_short_0","3",2.1,2.21,8.3,3,"G","N"
"NFork_Owl_2_1_short_0","3",4.17,4.3,11.1,4,"G","N"
"NFork_Owl_2_1_short_0","3",4.81,5,13.4,3,"G","N"
"NFork_Owl_2_1_short_0","3",5.02,5.25,19.4,3,"E","N"
"NFork_Owl_2_1_short_0","3",6.54,6.65,10.5,5,"G","N"
"NFork_Owl_2_1_short_0","3",7.46,7.58,7.6,3,"G","N"
"NFork_Owl_2_1_short_0","3",9,9.16,12,4,"G","N"
"NFork_Owl_2_1_short_0","3",12.06,12.29,10.6,3,"E","Y"
